Indicator,Indicator Name,Company,Year,Value,Units,Remarks,Validated,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2022,1475,kilotonnes,total CO emissions,N,took energy-related GHG emissions as CO,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2021,1380,kilotonnes,total CO emissions,N,took energy-related GHG emissions as CO,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2020,1304,kilotonnes,total CO emissions,N,took energy-related GHG emissions as CO,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2019,1268,kilotonnes,total CO emissions,N,took energy-related GHG emissions as CO,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2023,3734,tonnes,total NOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2022,4594,tonnes,total NOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2021,4968,tonnes,total NOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2020,5118,tonnes,total NOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2019,4862,tonnes,total NOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2023,2,tonnes,total SOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2022,353,tonnes,total SOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2021,174,tonnes,total SOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2020,134,tonnes,total SOx emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2019,143,tonnes,total SOx emissions,Y,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2023,22.63,Petajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2022,22.74,Petajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2021,22.04,Petajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2020,21,Petajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2019,20.69,Petajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2023,1.5,PJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2022,1.74,PJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2021,0.49,PJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2023,19.49,Petajoules,total energy consumed from grid electricity,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2022,19.42,Petajoules,total energy consumed from grid electricity,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2021,19.03,Petajoules,total energy consumed from grid electricity,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2020,18.26,Petajoules,total energy consumed from grid electricity,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Anglo Gold Ashanti,2019,18.48,Petajoules,total energy consumed from grid electricity,,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2023,29932,ML,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2022,34721,ML,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2021,33118,ML,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2020,32009,ML,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2019,27871,ML,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2023,29932,ML,total freshwater consumed,N,took withdrawal data as consumption,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2022,34721,ML,total freshwater consumed,N,took withdrawal data as consumption,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2021,33118,ML,total freshwater consumed,N,took withdrawal data as consumption,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2020,32009,ML,total freshwater consumed,N,took withdrawal data as consumption,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2019,27871,ML,total freshwater consumed,N,took withdrawal data as consumption,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2023,11453,ML,total water withdrawn in high or extremely high baseline water stress areas,N,took withdrawal data as consumption,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2022,0,ML,total water withdrawn in high or extremely high baseline water stress areas,N,no idea where they took this from,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2021,0,ML,total water withdrawn in high or extremely high baseline water stress areas,N,no idea where they took this from,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2020,0,ML,total water withdrawn in high or extremely high baseline water stress areas,N,no idea where they took this from,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2019,0,ML,total water withdrawn in high or extremely high baseline water stress areas,N,no idea where they took this from,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Anglo Gold Ashanti,2023,40515,ML,total water consumed in high or extremely high baseline water stress areas,N,no idea where they took this from,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Anglo Gold Ashanti,2023,1,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Anglo Gold Ashanti,2022,3,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Anglo Gold Ashanti,2021,5,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Anglo Gold Ashanti,2020,8,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Anglo Gold Ashanti,2019,3,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Anglo Gold Ashanti,2023,42.87,Megatonnes,total weight of tailing waste,Y,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Anglo Gold Ashanti,2022,44.12,Megatonnes,total weight of tailing waste,Y,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Anglo Gold Ashanti,2021,44.07,Megatonnes,total weight of tailing waste,Y,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Anglo Gold Ashanti,2020,42.71,Megatonnes,total weight of tailing waste,Y,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Anglo Gold Ashanti,2019,40.87,Megatonnes,total weight of tailing waste,Y,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Anglo Gold Ashanti,2023,155.53,Megatonnes,total weight of mineral waste,,Is it the same as this?: Overburden and waste rock placed per country (Megatonnes),,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Anglo Gold Ashanti,2022,155.55,Megatonnes,total weight of mineral waste,,Is it the same as this?: Overburden and waste rock placed per country (Megatonnes),,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Anglo Gold Ashanti,2021,146.54,Megatonnes,total weight of mineral waste,,Is it the same as this?: Overburden and waste rock placed per country (Megatonnes),,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Anglo Gold Ashanti,2020,140.84,Megatonnes,total weight of mineral waste,,Is it the same as this?: Overburden and waste rock placed per country (Megatonnes),,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Anglo Gold Ashanti,2019,165.32,Megatonnes,total weight of mineral waste,,Is it the same as this?: Overburden and waste rock placed per country (Megatonnes),,,
EM-MM-160a.2,"Percentage of mine sites where acid rock drainage is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation",Anglo Gold Ashanti,2023,9,sites,number of mine sites where acid rock drainage is actively mitigated,Y,,,,
EM-MM-160a.2,"Percentage of mine sites where acid rock drainage is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation",Anglo Gold Ashanti,2023,100,percent,percentage of total mine sites where acid rock drainage is actively mitigated,Y,,,,
